call_number,vehicles_color,vehicles_year,vehicles_model,vehicles_vin
19-12493,GRY,2012,,SPNRLSH6SCB102851
19-12503,BLE,2006,FORD F150 LFTPRI4V76NB04826,
19-12506,BLU,2017,CHRY SE 300,2C3CCAGGS8HH650204
19-12506,BLU,2017,CHRY SE 300,2C3CCAGGS8HH650204
19-12507,BLU,2014,HYUN SE ACCENT,KMHCT4ARLEUG66754
19-12511,BLE,2010,LINC ST NAVIGAR,SLMIJ2752AR701688
19-12524,GRY,2012,,4S4BRDKCXC2282648
19-12526,BLU,2017,SUBA ST OUTBAC,4S4BSACC4H3368525
19-12536,GRY,2000,,JNKCPLIA?TYT350742
19-12536,GRY,2000,,JNKCPLIA?TYT350742
19-12544,BLK,2008,SUBA SE IMPREZ,JFIGE61698H525468
19-12550,RED,2014,TOYT SE COROLL,2TIBURHEZEC1&&681
19-12584,1C4BIWFGOGL212573,BLK,2016 JEEP,
19-12588,BRO,2016,SUBA SW FORESTER,JF2S0AFC6GH403409
19-12588,BRO,2016,SUBA SW FORESTER,JF2S0AFC6GH403409
19-12604,GRY,2009,SUBA SW IMPREZA,JFIGH636659G804503
19-12607,WHI,2007,HOND ODYSSE,SPNRL38817B044823
19-253-OF,GRY,2015,SUPA ST FOREST,JF2SJABC2FH508193
19-12612,GRY,2015,CHEV EQUINC,2GNALBEK9F6389956
19-12623,BRO,2001,,
19-12625,BLU,2001,DODG DAKOTA,1LB7GG22N515283449
19-12625,BLU,2001,DODG DAKOTA,1LB7GG22N515283449
19-12629,GRY,2006,JEEP U GRANDC,
19-12636,TAN,2007,CHEVY LL SUBURBAN,3GNFK16337G113739
19-12636,TAN,2007,CHEVY LL SUBURBAN,3GNFK16337G113739
19-12637,GRY,2010,HOND ODYSSEY,
19-12638,BLU,2003,VOLK PASSAT,WVWVH6E3BE3E423785
19-12641,GRY,2006,SUBA ST FOREST,JF1SG63646H711983
19-12641,GRY,2006,SUBA ST FOREST,JF1SG63646H711983
19-12646,RED,2062,TOYT SE COROLL,2TIBRI2E12C568019
19-12646,GRY,2018,,LOXPC2ESITEO15S316
19-12647,GRY,2018,TOYT TUNDRA,
19-126590,GRY,1999,VIN: IGTECLAV242538438 GMC SIERRA,IGTECLAV242538438
19-12651,BLK,2011,NISS XTERRA,SNILANONWOBC515466
19-32652,GRY,2004,TOYT SE CAMRY,4TLBEI2K34U788597
19-12658,BLU,2005,PONT VIBE,SY2SL628452477523
19-12660,GRN,2002,CV713,1M2AG11C22M002161
19-12660,GRN,2002,CV713,1M2AG11C22M002161
19-12662,BLK,2015,FORD EDGE,2EFMTK4AP1PFRB58151
19-12662,RED,2012,,JHMGESG3¥CCO15797
19-12665,WHI,2016,KIA SE OPTIMA,5AXNGU4L2166044808
19-12665,WHI,2016,KIA SE OPTIMA,5AXNGU4L2166044808
19-12666,VIN:,2C4RCLCGXCR143769,GRY 2012 CHRY TOWN,2C4RCLCGXCR143769
19-12672,GRN,2006,CHRY TOWCOU,2A8GP64Li6R921555
19-12672,2012,417,,WKKA4OPH8C3050029
19-12674,BLK,2018,TOYT 4RUNNE,JTEBUSTRS5SIJ5573404
19-12674,GRY,2002,DODG GRACAR,2B4GP44392R543200
19-12685,WHI,2018,VIN: 5SNLAT2ZMV7JCT20842 NISS ROGUE,5SNLAT2ZMV7JCT20842
19-12686,GRY,2007,TOYT SE ALERO,
19-12687,BLK,2015,HOND SE CIVIC,LOXFRB2FS3FE215942
19-12687,WHI,2012,HYUN SE ELANTR,SNPDH4AR2CHOG8206
19-12687,WHI,2011,VOLK 4D JETTA,AJVWLEVAJG6BM347134
19-12687,BLK,2006,,IN4AL1LDXEN425682
19-12687,BLK,2015,HOND SE CIVIC,LOXFRB2FS3FE215942
19-12687,WHI,2012,HYUN SE ELANTR,SNPDH4AR2CHOG8206
19-12687,WHI,2011,VOLK 4D JETTA,AJVWLEVAJG6BM347134
19-12687,BLK,2006,,IN4AL1LDXEN425682
19-126391,RED,1998,GMC JIMMY,IGRKDT13W8W2527882
19-12692,BLK,2613,CHEVY TK,
19-22694,GRN,2006,HOND LL ELEMENT,SJ6YH28776L013032
19-22694,RED,2015,FORD LL TCN,NMOGEOSPT5F1196509
19-22694,SIL,2017,KIA,SX¥PG4A38HG280315
19-22694,BLU,2010,HOND 4D ODYSS,SFNRL3H28AB043641
19-12701,BLY,2001,CHEV STRUCK,IGCDTLIWOLK173
19-12714,BLT,2008,HOND SE CIVICL,2HGPALG518H518286
19-12714,BLT,2008,HOND SE CIVICL,2HGPALG518H518286
19-12717,WHI,2004,FORD RANGER,1FTZR45E64PB36297
19-12720,GRY,2008,DODG CALIBE,1LB3HB48R98DE
19-12720,BLK,2006,FORD Fi5S0,1FTPX14V76NB049826
19-12720,GRY,2008,DODG CALIBE,1LB3HB48R98DE
19-12720,BLK,2006,FORD Fi5S0,1FTPX14V76NB049826
19-12723,GRY,2004,JEEP GCK,
19-12724,WHI,2014,TOYT SE CAMRY,4TIBFIFK9BU460016
19-12725,BLU,2017,SUBA CROSST,JF2GPABCSHH256558
19-12725,2016,TOYT,U Ravéd Hy Hybrid Xle,JIMRIREV6éGDO16E509
19-12725,BLK,2015,FORD SE FUSION,3FAGPOG74FR156050
19-12734,VIN:,2TILBR32EX3C105955,GRY 2003 TOYT SE COROLL,2TILBR32EX3C105955
19-12734,VIN:,2TILBR32EX3C105955,GRY 2003 TOYT SE COROLL,2TILBR32EX3C105955
19-12736,WHI,2018,JEEP WRANGL,1C4BUWDGKJL884528
19-12737,2019,KIA,4D FOR,S3KPF24ADXKE110920
19-12737,RED,2012,,3VWSA7AGUOCML1LOO63
19-12741,WHI,2001,LEXS 4D ES300,JTS8BF28G615108355
19-12742,BLU,2007,,
19-12753,BLK,2001,HOND SE ACCORD,1HGCG6S5501A007527
19-12753,BLK,2001,HOND SE ACCORD,1HGCG6S5501A007527
19-12758,RED,2001,,STEWN72N812827484
19-212759,GRY,2009,HYUN SE SONATA,SNPEU46C49H442122
19-212759,GRY,2009,HYUN SE SONATA,SNPEU46C49H442122
19-12761,BLK,2015,TOYT HIGHLA,
19-12763,WHI,2008,FORD RANGER,iIFTYRLODOSPA72160
19-12766,RED,2007,,2G62WP552971110545
19-12769,RED,2011,NISS Rogue S/svf/krom,JN8AS5MV7BW291716
19-132-AC,GRY,2016,VOLK SE PASSAT,1IVWATTA22GC006949
19-132-AC,GRY,2016,VOLK SE PASSAT,1IVWATTA22GC006949
19-32780,GRY,2006,LEXS,JTJHW310760023320
19-12781,BRO,2006,SUBA ST LEGACY,4S4BP67C1i662308660
19-12803,GRY,2002,HOND SE CIVIC,2HGES16542H534420
19-12805,VIN:,2TIBURHEOECZ12802,BLU 2014 TOYT SE COROLL,2TIBURHEOECZ12802
19-12805,VIN:,2TIBURHEOECZ12802,BLU 2014 TOYT SE COROLL,2TIBURHEOECZ12802
19-12808,GRY,2011,HYUN SE ELANTR,5NPDH4AE4BHO
19-12808,GRY,2016,SUBA SE LEGACY,453
19-12810,GRY,2015,NISS SH SENTRA,3NIABVAP6FY379302
19-12810,GRY,2015,NISS SH SENTRA,3NIABVAP6FY379302
19-12812,BRO,1992,ISU PU,451CL11L3N4217635
19-12813,BLK,2018,SUBA FOREST,JF2SJGWC9JH438522
19-12813,BRO,2000,JEEP ST GRACHE,LJ4GW4
19-12818,BLU,2016,TOYT SE CAMRY,4TIBFIFK8GU503988
19-12839,1B3SHB48A89D1i56635,BRO,2009 DODG SE CALIBE,
19-12839,BLU,2004,GMC ENVOY,IGKPT135X%42143192
19-12821,3D7HUL8N126189805,BLK,,
19-12821,3D7HUL8N126189805,BLK,,
19-12822,WHI,2016,KIA SE FORTE,KNAFK4A65G5616592
19-12825,WHI,2020,VOLV TR,4V4NC9EHSLN228350
19-12826,BLK,2010,CHRY SE SEBRIN,
19-12830,BLE,2015,VOLK CO EOS,WVWRWEAHGFV003166
19-12833,BRO,2016,TOYT SIENNA,STDIK3DC2G65138392
19-12834,BLE,2003,HOND PILOT,2HEYF18633H599337
19-12834,BLE,2003,HOND PILOT,2HEYF18633H599337
19-12849,GRY,2016,,
19-12361,GRY,2012,TOYT SIENNA,
19-12361,BRO,2010,CHEV SE MALIBU,I1GIZCSEBOQAP225208
19-12361,GRY,2012,TOYT SIENNA,
19-12361,BRO,2010,CHEV SE MALIBU,I1GIZCSEBOQAP225208
19-12867,COM,2013,OT TL BREN,LOBFBS234DF0C7760
19-12868,BLU,20178,HOND 4D CIvICc,2HGFC2F50J3H565444
19-12869,GRY,2006,,LHGCMS6326A096024
19-12870,2012,DODG,GCV,2C4RDGDGICR172415
19-12871,GRN,2006,FORD ESCAPE,LPMYUSSHS6KCE
19-22878,GRY,2019,VOLK U ATLAS,1V2XR2CAZKC580582
19-12882,GRY,2005,MERZ SE E,WDBUFT6785A720798
19-12891,BLU,2016,JEEP LL PAT,1C4NURFBIGD746
19-12892,GRY,2010,,JTDEKT&K37A5280972
19-12892,BRO,2006,TOYT SE COROLL,INXBR32E362680353
19-12895,BLU,2014,HOND SE ACCORD,1HGCR2F59EA1
19-12895,BLU,2014,HOND SE ACCORD,1HGCR2F59EA1
19-1292.,WHI,2019,FORD VN TCN,1IPTYELZMOKKB46812
19-12923,RED,2013,FORD PK F-150XKLT,1IFTFXALEF2ZDFA40611
19-12924,GRY,2005,VOLV KC90,¥V1C02Z592051138363
19-12935,RED,2014,JEEP CHEROK,1IC4PJMCBXEW121140
19-12935,RED,2014,JEEP CHEROK,1IC4PJMCBXEW121140
19-12942,GRY,2016,FORD SE FOCUS,LFADP3F22GL354429
19-125972,GRN,2008,DODG SE AVENGE,IB3SLC5S6K68N227770
19-12977,GRY,2019,AUDI SE A4,WAUENAP44KN005776
19-12980,BRO,2001,GMC SONOMA,LGTCTi
19-129590,RED,2007,,JFiSG63617H725065
19-13002,WHI,2016,KIA SE FORTE,KNAFK4A65G65616532
19-13609,BLK,2011,KIA SORENT,5SAYKUDA24BG052538
19-13018,VIN:,4$4BP61C0777318520,GRY 2007 SUBA ST LEGACY,4$4BP61C0777318520
19-13018,VIN:,4$4BP61C0777318520,GRY 2007 SUBA ST LEGACY,4$4BP61C0777318520
19-13026,GRY,2016,ACUR MDK,SFRYD4H6XGBO07636
19-13028,BLU,2008,CHEV SE MALIBU,1GEZH57B784307389
19-13034,BLK,2016,CHEV TRAVER,
19-13047,RED,2015,SUBA CROSST,JF2ZGPAMCKF8229558
19-13652,RED,2017,TOYT LE 4-RUNNER,JTEBU5JR1H5460334
19-13652,RED,2017,TOYT LE 4-RUNNER,JTEBU5JR1H5460334
19-13055,VIN:,SNPDH4AB7DH313292,BLU 2013 HYUN SE ELANTR,SNPDH4AB7DH313292
19-13056,WHT,2019,1500,1C6SRFITEKNGO1999
19-13067,BLK,2018,JEEP GRCHER,
19-13067,BLK,2018,JEEP GRCHER,
19-13076,BLK,2008,JEEP GRACHE,LISHR48N38C163096
19-13088,WHI,2002,HOND CRV,JHLRD78832C040429
19-13089,GLD,2906,SUBA 4D TRB,4S4WX83C0564429531
19-13094,BLU,2014,CHEV SE CRUZE,1G1PCSSBSE71i18065
19-139095,WHI,2019,JEEP Compass Limited,SCAN
19-13096,WHI,2017,SUBA 4D,4S3BNAC67H32046516
19-13096,WHI,2017,SUBA 4D,4S3BNAC67H32046516
19-13098,BRO,1999,,4TIBF22K8XU085962
19-13099,GRY,2013,HOND SE ACCORD,
19-131201,RED,2012,NISS 4H VERSA,
19-13405,RED,2016,VIN: 27TLRURHE26C492094 TOYT SE COROLL,27TLRURHE26C492094
19-13405,RED,2007,LL VUE,5G2C0Z33D378835901
19-1330,GRY,2018,MALIBU,1G1ZD5STSIF244931
19-1330,WHI,2020,TOYT SE,
19-1330,GRY,2018,MALIBU,1G1ZD5STSIF244931
19-1330,WHI,2020,TOYT SE,
19-13110,WHI,2012,SUBA SE IMPREZ,JPIGJIADS9CH008447
19-13120,GRY,2007,MERC SE MONTEG,LMEHM40107G612044
19-13121,BLU,2019,SUBA FOREST,JF2SKAGC2KH551500
19-13124,GRY,2013,,2HGPB2PS0DH541361
19-33127,BLK,2004,STRN SE IONS,1GSALS2F542106451
19-13128,WHI,2014,NISS SE ALTIMA,IN4AL3AP4EC136359
19-13128,VIN:,2T3RFREVAFW337892,GRY 2015 TOYT LL RAVA,2T3RFREVAFW337892
19-13129,GRN,2006,HOND PILOT,2HKYPF18506H529726
19-13137,SIL,2015,FORD SW ESCAPE,LEMCUSGS2FUR14301
19-13134,VIN:,ID7HU1LED34d136262,,ID7HU1LED34d136262
19-13134,VIN:,ID7HU1LED34d136262,,ID7HU1LED34d136262
19-13153,BLU,2010,HOND ODYSSE,
19-13153,BLU,2010,HOND ODYSSE,
19-13153,BLU,2010,HOND ODYSSE,
19-13459,BLK,2017,SUBA 4D IMP,4S53GTA867H3700833
19-131606,RED/WHI,1973,BODG PK,W14AF39158170
19-131606,GRY,2009,SUBA SW IMPREZA,JF1GH63669G804503
19-13263,BLU,2004,104GW4 88040261329 JEEP GRACHE,
19-13162,RED,1986,FORD CO MUSTAN,
19-13166,GRY,2019,SUBA CROSST,
19-13166,WHI,2001,TOYT SE COROLL,LNXBR12E712552419
19-13166,GRY,2019,SUBA CROSST,
19-13166,WHI,2001,TOYT SE COROLL,LNXBR12E712552419
19-i3171,GRY,2018,SUBA IMPREZ,483GTAD6073738262
19-i3171,2019,SUBA,SW IMPREZA,4S3GTARG3K3
19-13174,BLK,2010,TR UTILIT,4YMULIOLSAVOS6443
19-1317,GRN,1959,FORD PK,2FTPAZEL3IXCALO869
19-13186,GRY,2013,TOYT 4RUNNE,JTEBUSJR?7D5131227
19-13186,GRY,2013,TOYT 4RUNNE,JTEBUSJR?7D5131227
19-13194,GRY,2013,TOYT 4RUNNE,JTEBUSJR7D5131227
19-13202,BLU,2005,PONT VIBE,5Y2SL638452477523
19-13204,BLK,2015,NISS MURANO,5SNLAZ2ZMH2EFN277519
19-13204,BLK,2015,NISS MURANO,5SNLAZ2ZMH2EFN277519
19-132605,GRY,2006,HOND SE ACCORD,LHGCM56436A149273
19-13207,RED,2017,,1C4PJMCS1HW531846
19-13213,GRY,2002,CHRY PTCRUI,3C8FY68B42T223321
19-13219,GRY,2014,SUBA FOREST,JP2STJAJCOEH470429
19-13220,WHI,2004,JEEP GRACHE,LI4GW4
19-13226,WHI,2030,FORD F150,LFTFWIEV6AFCO4450
19-13231,BLU,2017,CHEVY SE BOLTEV,1G1FW6S05H4172921
19-13237,WHI,2006,FORD VN,LFTSE34L36DB12485
19-13237,WHI,2006,FORD VN,LFTSE34L36DB12485
19-13245,WHI,2017,CHRY PACIFI,2C4RC1DGSHR610130
19-13246,RED,2003,NISS SE ALTIMA,1N4BL11D53C289117
19-13246,GRN,2006,FORD ESCAPE,LFMYU93176KA17399
19-13246,RED,2003,NISS SE ALTIMA,1N4BL11D53C289117
19-13246,GRN,2006,FORD ESCAPE,LFMYU93176KA17399
19-13265,BLU,2009,HOND FIT,JHMGE884495068307
19-13268,GRY,2007,BUIC 4D LUC,Towed
19-13268,GRY,2007,BUIC 4D LUC,Towed
19-13280,RED,2000,HOND SE ACCORD,JHMCG6697YC0O14780
19-13282,GRY,2015,SUBA SE IMPREZ,JF1LGPACGé3F8207935
19-13283,GRY,2005,,
19-13283,GRY,2005,,
19-13284,GRY,2019,TOYT LL RAV4,27T3FLRFV8KWO32708
19-13286,BLU,2006,SUBA TK,
19-13293,BLU,2013,HOND SE CIVIC,2HGFB2F55DH592260
19-13296,WHI,2017,VOLY ST xC9$0,¥V4A22PL8H1176517
19-13296,WHI,2017,VOLY ST xC9$0,¥V4A22PL8H1176517
19-323310,BLK,2013,,INGADOEVIDN716912
19-33312,VIN:,iFTEWLEGIFFB65447,BLK 2015 FORD F150,iFTEWLEGIFFB65447
19-13313,GRY,2010,HOND SE ACCORD,1HGCP2F44AA182569
19-13316,BRO,2000,JEEP ST GRACHE,1J4GW4ENX¥C306325
19-23317,GRY,2014,CHEV SILVER,
19-23317,GRY,2014,CHEV SILVER,
19-13321,BLU,2007,TOYT FJCRUI,JTEBULIF770030317
19-13322,GRY,2008,VOLVY ST XC70,Y¥V4B2982X81001345
19-13344,BLI,2008,TOYT TUNDRA,5TBBVS4188S504968
19-13332,WHI,2019,JEEP CHEROK,1C4PUMBK7KD383153
19-13362,RED,2018,NISS ROGSPO,JNLBJLICR4JW265169
19-13364,GRY,2006,HYUN SE SONATA,SNPEU46F26H045305
19-271-OF,RED,2003,,
19-271-OF,YBL,2017,BLUEBIRD,
19-13375,PC,MA,,LJ4GR48K56C278301
19-13380,BLU,2008,CHEV SUBURB,3GNFK16368G287824
19-13380,WHI,2013,VOLK SW JETTA,3VWPPT7AJ2DM635375
19-1334,BLK,2015,JEEP PATRIO,LC4NURFBLFD154394
19-13395,2019,HYUN,SAN,SNMS2CAD2KH114123
19-213391,BLU,2015,TOYT TACOMA,STFLU4ENSFX127732
19-13394,WHI,2014,BMW x3 PC MA IPLW61 VIN: SUXKWKSCSSEOQD11636,SUXKWKSCSSEOQD11636
19-13400,GRY,2016,TOYT PK,STFSZ5AN7GK041994
19-13408,BLU,2005,SUBA SE LEGACY,483BL616957212190
19-13414,GRY,2008,TOYT HIGHLA,JTEES43AX82039328
19-13416,BLK,2016,LL SPORTAGE,KNDPECACSG7806534
19-13417,RED,2019,TOYT SE CAMRY,4TIBLIHKSKU224289
19-13419,STDIKRFHIESOI7691,RED,2014 TOYT HIGHLA,
19-223-PR.,GRN,1997,DODG RAMTRU,
19-223-PR.,GRN,2005,,1C4GP45R95B408095
19-13426,GRN,2005,,YS3FD79¥256005570
19-13426,BLU,2017,,19XFC2FS57HE229214
19-13457,BLE,2013,HOND ODYSSE,SFNRLSH65DB8052364
19-13461,BLK,2019,MERZ SE A220W4,WDOD3G4FRSKWO30152
19-13461,BLK,2019,MERZ SE A220W4,WDOD3G4FRSKWO30152
19-13463,BLU,2007,TOYT YARIS,JTDIT923375093729
19-13464,BRO,2013,HOND SE CIVIC,
19-13465,BLU,2006,,JTEEW21A260017944
19-13465,GRY,2004,VOLV CO C70,YVINC62D040047832
19-13467,RED,2013,SUBA SW FORESTER,JF2SHADC?7DH421816
19-13469,LC4PUMBSSFHWGO6789,WHI,2015 JEEP U CHEROKER,
19-+73470,BLU,2015,TOYT TACOMA,STFLU4ENSFAI27732
19-13480,GRY,2015,CHEVY SILVER,3GCUKREC2FG351273
19-13500,RED,2005,FORD SE FOCUS,1FAHP34N45W254083
19-13504,BLK,2018,,3VWB67AJ2JM229394
19-13517,WHI,2013,TOYT SR COROLL,2TIBU4RE2DC127305
19-13517,BRO,2004,GMC CANYON,LGTDT196648119006
19-13517,WHI,2013,TOYT SR COROLL,2TIBU4RE2DC127305
19-13517,BRO,2004,GMC CANYON,LGTDT196648119006
19-13534,BLK,2013,TOYT TACOMA,3TMMU4
19-13534,GRY,2010,SUBA FOREST,JF2SH6CC8AGS14209
19-13551,GRN,2006,SAA SE 92,JF4GG61646G050246
19-13557,HOND,ODYSSE,,
19-13557,HOND,ODYSSE,,
19-13564,GRY,2019,SUBA ST IMPREZ,4653GTAAGEK3S
19-13570,BLU,2008,HOND CRVSPO,JHLRE485xX8c016140
19-13574,RED,2003,VIN: 3GNEKL3T43G2038647 CHEV AVALAN,3GNEKL3T43G2038647
19-13588,GRY,2016,PK 150,1CERRTTTIGS349272
19-23608,GRY,2019,NISS ROGUE,KNMAT2MVSKP500205
19-13611,PLE,2011,NISS ROGUE,JNSASSMVSBW306868
19-13612,GRY,2017,SUBA SE IMPREZ,4S53GKARG0H3611981
19-13615,GRN,2010,SUBA FOREST,JF2SH6AClAH703527
19-13616,YEL,2008,SUBA FOREST,JFLSG63698H718740
19-13617,GRY,2013,NISS PATHFI,SNIAR2MMODC690223
19-13629,BLK,2004,STRN SE ION3,IGSALS2P542106451
19-13622,BLK,2015,SUBA ST FOREST,JF2S7ABC6FH573600
19-13622,BLK,2015,SUBA ST FOREST,JF2S7ABC6FH573600
19-13630,VIN:,IGNEK13T6E4R166429,GRY 2004 CHEV U TAHOE,IGNEK13T6E4R166429
19-13649,RED,2002,SUBA ST LEGACY,4S53BH665227604747
19-13650,BLK,2005,HOND SE CIVIC,2HGES16375H526542
19-13651,RED,2007,JEEP PATRIO,LJ@FF28WO07D348292
19-13651,RED,2007,JEEP PATRIO,LJ@FF28WO07D348292
19-146-AC,BLU,2004,FORD ESCAPE,1FMYU92124KA88637
19-13670,BLU,2016,SUBA CROSST,JF2GPABC4G3317350
19-13674,WHI,2003,CADI TK ESCLADE EXT,3GYEK6
19-13674,WHI,2003,CADI TK ESCLADE EXT,3GYEK6
19-136798,YEL,1993,FORD PU RANGER,LFPTZRLSV9XPBSE7028
19-13714,GRY,2018,SUBA SW OUTBACK,454BSANCKJ3351246
19-13714,GRN,2008,JEEP WRANGL,1J4PFA24148L513603
19-13714,GRY,2018,SUBA SW OUTBACK,454BSANCKJ3351246
19-13714,GRN,2008,JEEP WRANGL,1J4PFA24148L513603
19-13717,GEN,2004,TOYT SE CAMRY,4TIBEI2ZK04U35e8501
19-13718,YEL,2018,,3HGGK5SG61JM716941
19-13718,BLY],2015,,iC4BIWDGRFL714693
19-13734,BLK,2010,VOLV V70,Y¥V1982BW9A1125033
19-13738,RED,2009,VOLK SE JETTA,3VWH2Z71K49M135345
19-13738,RED,2009,VOLK SE JETTA,3VWH2Z71K49M135345
19-13739,GRY,2014,SUBA Impreza,JFIGPAAGXE9243827
19-13764,GRY,2002,CHEV SILVER,2GCEK19T921384421
19-13780,SKBCP3F80AB013357,WHI,2010 HOND SE ACCORD,
19-13781,GRY,2008,HYUN 4D ELANTRA,KMHDU46D68U3
19-13782,GRY,2000,CHRY 300M,2C3HEG6G7YH418241
19-13783,GRN,2005,SAA CO 93,Y¥S3FD79Y256005570
19-13799,PC,MA,2896RT VIN: 1GCSEKTE39AZ126653 BLK 2010 CHEV SILVER,1GCSEKTE39AZ126653
19-13801,BLU,2015,CHEV COLORA,ISCHTBEAOF1152130
19-13808,WHI,2014,VOLK SE JETTA,3VWLL7AJOEM392925
19-13811,GRY,2016,TOYT TAC,STFSXSEN7GX041863
19-13814,BLK,2016,HOND SE ACCORD,LHGCR2FS9GA006316
19-13819,PC,MA,4GC325 VIN: YVIMK672582055267 RED 2008 VOLV C30,YVIMK672582055267
19-13820,RED,2006,FORD SE FUSION,3FAFPO7196R167590
19-13821,SIL,1999,TOYT U SR5,JTSHNS6RXX0254628
19-13822,GRY,2017,HOND HRV,3C2ZRU6H57HM734040
19-13822,GRY,2017,HOND HRV,3C2ZRU6H57HM734040
19-13826,WHI,2015,NISS U PATHFI,SNLAR2MMi1FC680948
19-13826,RED,2012,FORD VN,
19-13829,BLU,2003,TOYT SE CAMRY,ATLBE32KX3U236318
19-13829,GRY,2005,,
19-13829,BLU,2003,TOYT SE CAMRY,ATLBE32KX3U236318
19-13829,GRY,2005,,
19-13837,WHI,2008,CHEV SILVER,3GCEK13J08G289432
19-13837,BRO,2015,TOYT PRIUS,JTDEN3EUGFI023579
19-122-aACc,BLK,20190,SURA OUTBAC,4S4BRBKC9A3373051
19-13861,GRY,2017,CHEVY SPARK,KL8CA6SA4HC777836
19-13863,RED,2012,CHEV SE CRUZE,1G1PI5SCOC7218637
19-13866,BLK,2012,NISS SE SENTRA,3N1LCB6GAP2CL662131
19-138790,GRY,1998,HOND SE ACCORD,LHGCGS559WA006913
19-13873,BLK,2014,,STOKK3DC6E8511905
19-13879,RED,2005,FORD LGTCON,LFTRA12W25FA39896
19-13884,RED,2013,HYUN SE SONATA,SNPEB4ACODH600476
19-13893,GRY,2013,TOYT 4RUNNE,JTEBUSIR7D5131227
19-13908,BLK,2013,CHEV EQUI,2GNFLCEK7D6108908
19-13908,BLK,2013,CHEV EQUI,2GNFLCEK7D6108908
19-13912i,GRY,2016,TOYT RAV4HV,JTMRJREV7GD035652
19-13912i,GRY,2013,MERZ CO 8L,WDDUIK?DASDFOL7069
19-13923,GRY,2018,FORD VN,LFMCU0OGD4JUB76i31
19-135927,SFNYF4H50DB049618,GRY,2013 HOND U PILOT,
19-135927,SFNYF4H50DB049618,GRY,2013 HOND U PILOT,
19-13528,VIN:,1J4GR4,8KX6C350576 GRY 2006 JEEP U GRANDC,1J4GR4
19-123529,VIN:,4TLBG22K9YUC03591,BLU 2000 TOYT SE CAMRY,4TLBG22K9YUC03591
19-123529,VIN:,4TLBG22K9YUC03591,BLU 2000 TOYT SE CAMRY,4TLBG22K9YUC03591
19-13937,GRY,2015,CHRY SE 200,IC3CCCCBAFNS
19-13937,GRY,2015,CHRY SE 200,IC3CCCCBAFNS
19-13941,GRY,2016,KIA RIO,KNADMS5SA31G6625345
19-13944,RED,2002,JHEP GRACHE,174GW48582C267800
19-13948,GRY,2009,SUBA SW IMPREZA,JPLGH63669G804503
19-1396.,BLK,2003,HOND 4D ACCORD,1HGCM56663A4094489
19-1396.,BLK,2003,HOND 4D ACCORD,1HGCM56663A4094489
19-13966,BLK,2018,,1C4RJFAG4JC203797
19-135969,GRY,2007,TOYT TACOMA,STELU42N1
19-13972,RED,2017,JEEP CHEROK,
19-13972,RED,2017,JEEP CHEROK,
19-13975,VIN:,KNDMB233766045696,GRY 2006 KIA SEDONA,KNDMB233766045696
19-23976,BLK,2016,JEEP RENEGA,ZACCJBCTOGPD28711
19-13977,WHI,2016,AUDI SE AG,WAUGFAFC9GNO71521
19-13978,BLK,1997,GMC JIMMY,IGKDTLIW4V2567553
19-13978,RED,2019,TOYT HIGHLA,STDJZRFH4KS983700
19-13980,BLU,2009,CHRY PTCRUI,3ABFYS89X49TS37924
19-13984,YEL,2005,VOLV SE S60,YV1LRH592752457394
19-13986,WHI,2013,NISS U ROGUE,JNSASSMY9DW617289
19-13986,WHI,2013,NISS U ROGUE,JNSASSMY9DW617289
19-13993,GRY,2013,TOYT HIGHLA,
19-14003,WHI,2012,CHEV SE IMPALA,2G1NGS5SE33C1236889
19-14010,BLK,2002,,2GTERLIVE21180257
19-14011,BLU,2003,TOYT PRIUS,JTDKB20U997819479
19-24024,WHi,2013,HYUN SE ELANTR,SNPDH4AER4DH220620
19-14026,BLU,2019,SUBA ST OUTBAC,454BSANC6K3210661
19-14033,BLU,2006,FORD ESCAPE,LFMCUS6H46KD36858
19-14035,RED,2014,SUBA FOREST,JF2SJAHC4EH468995
19-14035,RED,2014,SUBA FOREST,JF2SJAHC4EH468995
19-14033,GRY,2007,TOYT HIGHLA,JTEEW21A770038290
19-14044,YEL,2002,HOND SE ACCORD,IHGCG66882A153619
19-14047,BLK,2004,HYUN SANTFE,EM8SCl3DxX40753850
19-14048,WHI,2006,,LISHG48N06C274787
19-14048,GRY,2012,FORD SE FUSION,3FAHPOQHAICRI89886
19-14055,GRY,2016,SUBA LL CROSSTREK,JF2GPALCIG&229418
19-14055,BLU,2012,FORD,1FDBF2BTXCEC5&6é305
19-14063,GRY,2018,DODG DURANG,1C4RDIDG8IC3
19-14063,GRY,2018,DODG DURANG,1C4RDIDG8IC3
19-14067,2019,HYUN,4D ELA,SNPDS4LF4KH4
19-14071,BLU,2017,AUDI Q?,WALVAAF78HD032433
19-14071,BLK,2010,VOLV V7O,YV1982BW9A1125033
19-14079,GR¥,2017,SUBA ST IMPREZ,4S3GTAA69H3740624
19-14057,GRY,2016,HYUN ELANGT,KMHD35LHXGU3171893
19-14057,GRY,2001,TOYT SE CAMRY,4T1BG22K41U778046
19-14097,WHI,2018,NISS 4D ALTIMA,LN4ALSAPS
19-34098,RED,2003,SUBA FORE,JFISG63643G6710432
19-34098,RED,2003,SUBA FORE,JFISG63643G6710432
19-14101,GRY,2015,HYUN SE ELANTR,SNPDR4ARSFHS89117
